City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
178,praia da vitoria,38.7333,-27.0667,17.14,72,75,5.94,PT,1702313448
179,ushibukamachi,32.1906,130.0228,18.86,89,74,5.84,JP,1702313448
180,severo-yeniseyskiy,60.3725,93.0408,-40.24,100,80,0.45,RU,1702313449
181,plovdiv,42.15,24.75,5.17,87,75,1.54,BG,1702313449
182,nashik,19.9833,73.8,20.51,59,53,1.67,IN,1702313449
183,guerrero negro,27.9769,-114.0611,19.34,41,90,0.63,MX,1702313449
184,ust-nera,64.5667,143.2,-20.92,99,100,4.24,RU,1702313449
185,san andres,12.5847,-81.7006,29.01,84,40,5.66,CO,1702313449
186,sesheke,-17.4759,24.2968,26.56,44,86,1.41,ZM,1702313449
187,ayr,55.4627,-4.6339,5.94,93,20,3.6,GB,1702313450
188,aasiaat,68.7098,-52.8699,-0.61,73,100,6.72,GL,1702313450
189,constantia,44.1833,28.65,2.61,72,90,3.39,RO,1702313348
190,san patricio,28.017,-97.5169,17.14,24,89,1.67,US,1702313450
191,al bawiti,28.3492,28.8659,15.72,46,0,4.15,EG,1702313450
192,kerema,-7.9631,145.7785,25.63,88,71,1.4,PG,1702313450
193,thompson,55.7435,-97.8558,-8.91,86,100,7.72,CA,1702313450
194,mineiros,-17.5694,-52.5511,33.14,36,84,1.27,BR,1702313344
195,poquoson,37.1224,-76.3458,9.45,64,0,4.63,US,1702313222
196,quillacollo,-17.4,-66.2833,22.04,46,75,2.57,BO,1702313451
197,kone,-21.0595,164.8658,22.27,76,95,1.46,NC,1702313451
198,cox's bazar,21.4532,91.9798,18.27,80,1,3.36,BD,1702313240
199,pathein,16.7833,94.7333,23.63,85,1,3.25,MM,1702313451
200,prince rupert,54.3161,-130.3201,3.83,89,100,6.17,CA,1702313411
201,karlshamn,56.1706,14.8619,2.27,97,100,6.86,SE,1702313451
202,uturoa,-16.7333,-151.4333,26.97,76,57,9.49,PF,1702313451
203,cabo san lucas,22.8909,-109.9124,27.09,67,0,2.06,MX,1702313249
204,tobruk,32.0836,23.9764,16.8,60,37,1.13,LY,1702313451
205,bredasdorp,-34.5322,20.0403,20.04,55,0,4.74,ZA,1702313452
206,mil'kovo,55.6078,37.7956,-6.48,94,100,7.07,RU,1702313452
207,ambovombe,-25.1667,46.0833,24.98,88,99,2.32,MG,1702313452
208,scalby,53.7667,-0.7167,6.99,88,28,0.71,GB,1702313452
209,constitucion,-35.3333,-72.4167,18.03,65,46,6.32,CL,1702313452
210,parauapebas,-6.0675,-49.9022,28.99,73,40,2.57,BR,1702313452
211,massawa,15.6097,39.45,28.61,60,48,3.43,ER,1702313453
212,ancud,-41.8697,-73.8203,11.94,95,100,4.67,CL,1702313453
213,lubang,13.8584,120.124,27.82,78,70,7.73,PH,1702313453
214,badger,64.8,-147.5333,-8.07,73,75,2.06,US,1702313453
215,anadyr,64.75,177.4833,-26.67,75,0,4.0,RU,1702313453
216,xining,36.6167,101.7667,-3.21,58,1,1.31,CN,1702313453
217,ambato boeny,-16.4667,46.7167,30.6,57,86,2.48,MG,1702313454
218,as sulayyil,20.4607,45.5779,20.14,20,53,4.05,SA,1702313454
219,kargasok,59.0556,80.8572,-28.91,93,47,3.13,RU,1702313454
220,walvis bay,-22.9575,14.5053,19.53,68,0,4.12,NA,1702313454
221,santana,-0.0583,-51.1817,33.1,66,40,5.14,BR,1702313454
222,mopti,14.6667,-4.0,34.02,17,0,4.12,ML,1702313454
223,huaral,-11.495,-77.2078,24.25,60,12,3.59,PE,1702313455
224,kutum,14.2,24.6667,22.17,14,88,6.67,SD,1702313455
225,phan rang-thap cham,11.5667,108.9833,22.41,94,62,2.7,VN,1702313455
226,arraial do cabo,-22.9661,-42.0278,23.98,88,75,4.63,BR,1702313429
227,abepura,-2.6333,140.5833,27.45,78,20,3.6,ID,1702313455
228,ploneour-lanvern,47.9,-4.2833,13.18,100,100,4.63,FR,1702313455
229,coquimbo,-29.9533,-71.3436,19.85,68,0,5.66,CL,1702313455
230,fortuna,40.5982,-124.1573,10.75,98,0,0.0,US,1702313455
231,muscat,23.6139,58.5922,25.01,57,93,1.47,OM,1702313456
232,al jawf,29.5,38.75,21.81,49,100,4.15,SA,1702313456
233,kerikeri,-35.2268,173.9474,12.73,86,33,4.72,NZ,1702313456
234,mount isa,-20.7333,139.5,27.87,36,75,6.17,AU,1702313328
235,marsh harbour,26.5412,-77.0636,24.54,77,97,6.76,BS,1702313456
236,soata,6.3337,-72.6828,26.02,41,100,1.01,CO,1702313456
237,lembeni,-3.7833,37.6167,22.46,76,98,3.18,TZ,1702313456
238,bandar abbas,27.1865,56.2808,17.99,45,0,1.03,IR,1702313456
239,niafunke,15.9322,-3.9906,30.79,9,0,4.72,ML,1702313457
240,kourou,5.1552,-52.6478,32.03,64,25,4.12,GF,1702313457
241,akureyri,65.6835,-18.0878,-2.04,69,40,0.0,IS,1702313457
242,palikir - national government center,6.9248,158.1611,27.41,83,40,2.57,FM,1702313457
243,okola,4.0167,11.3833,27.25,80,92,1.28,CM,1702313457
244,cannonvale,-20.2833,148.7,25.66,90,77,10.77,AU,1702313457
245,cockburn town,21.4612,-71.1419,28.98,70,40,6.17,TC,1702313457
246,zouerate,22.7187,-12.4521,24.4,11,0,6.66,MR,1702313457
247,fort bragg,35.139,-79.006,9.34,62,75,4.63,US,1702313184
248,el calafate,-50.3408,-72.2768,10.96,48,100,3.54,AR,1702313458
249,saldanha,-33.0117,17.9442,22.03,79,0,8.68,ZA,1702313458
250,reggane,26.7158,0.1714,21.53,27,22,4.35,DZ,1702313458
251,eyl,7.9803,49.8164,25.51,72,57,10.26,SO,1702313458
252,orcopampa,-15.2661,-72.3417,12.19,69,100,1.1,PE,1702313458
253,shenjiamen,29.9576,122.298,9.96,78,94,10.35,CN,1702313458
254,port blair,11.6667,92.75,28.02,78,40,1.03,IN,1702313458
255,mollendo,-17.0231,-72.0147,21.24,78,93,3.34,PE,1702313459
256,rabo de peixe,37.8,-25.5833,17.77,99,40,7.2,PT,1702313459
257,haiku-pauwela,20.9219,-156.3051,24.47,93,100,0.0,US,1702313459
258,sungai penuh,-2.0833,101.3833,18.36,98,99,0.42,ID,1702313459
259,karasu,41.071,30.7854,9.55,79,30,0.53,TR,1702313459
260,chicoana,-25.1009,-65.5331,26.7,47,41,4.17,AR,1702313459
261,treuchtlingen,48.95,10.9167,9.99,80,63,6.78,DE,1702313459
262,port macquarie,-31.4333,152.9167,17.16,90,4,2.35,AU,1702313230
263,portland,45.5234,-122.6762,10.32,97,100,2.68,US,1702313271
264,kristiansund,63.1115,7.732,-2.64,80,0,1.54,NO,1702313460
265,tiksi,71.6872,128.8694,-23.35,99,100,3.98,RU,1702313460
266,kasongo-lunda,-6.4667,16.8167,23.27,95,97,0.92,CD,1702313460
267,forster,-32.1667,152.5167,16.88,100,1,2.34,AU,1702313460
268,norwich,52.6278,1.2983,9.64,91,75,3.6,GB,1702313452
269,dailekh,28.8333,81.6667,9.91,73,34,2.24,NP,1702313460
270,meadow lake,34.8014,-106.5436,9.26,41,100,2.06,US,1702313461
271,lata,40.1629,-8.3327,17.73,83,100,1.91,PT,1702313461
272,kupang,-10.1667,123.5833,27.32,100,40,0.51,ID,1702313461
273,selfoss,63.9331,-20.9971,-1.09,96,75,1.74,IS,1702313461
274,banamba,13.55,-7.45,32.88,8,0,4.04,ML,1702313461
275,umba,66.6871,34.3429,-13.54,97,100,2.96,RU,1702313461
276,anatoli,39.6389,20.8653,5.86,93,100,0.51,GR,1702313461
277,ventspils,57.3894,21.5606,-2.04,93,100,3.09,LV,1702313461
278,sile,41.1754,29.6133,11.98,73,41,1.34,TR,1702313462
279,el jadid,33.2549,-8.506,20.13,69,100,2.95,MA,1702313462
280,kununurra,-15.7667,128.7333,28.99,70,100,0.0,AU,1702313462
281,la reforma,25.0833,-108.05,23.78,36,0,2.59,MX,1702313462
282,robertsport,6.7533,-11.3686,28.52,73,20,5.27,LR,1702313463
283,koungheul,13.9833,-14.8,36.3,9,25,2.64,SN,1702313463
284,guiyang,26.5833,106.7167,10.27,81,100,6.0,CN,1702313463
285,tarawa,1.419,172.984,27.05,94,40,1.03,KI,1702313463
286,dunedin,-45.8742,170.5036,10.45,67,79,2.24,NZ,1702313463
287,dumas,35.8656,-101.9732,11.45,36,0,2.06,US,1702313463
288,kirovsk,48.6375,38.6428,0.47,93,100,7.43,UA,1702313464
289,gogrial,8.5332,28.1004,31.28,21,52,0.34,SS,1702313464
290,newman,37.3138,-121.0208,7.36,52,13,1.91,US,1702313464
291,mossel bay,-34.1831,22.146,22.96,70,0,1.69,ZA,1702313464
292,sparti,37.0733,22.4297,12.75,88,34,0.43,GR,1702313414
293,kapa'a,22.0752,-159.319,24.5,91,100,5.14,US,1702313464
294,kalachinsk,55.0529,74.5751,-27.88,90,6,5.47,RU,1702313464
295,cruzeiro do sul,-29.5128,-51.9853,28.62,65,70,2.02,BR,1702313429
296,hjorring,57.4642,9.9823,1.95,91,100,6.77,DK,1702313465
297,labytnangi,66.6572,66.4183,-25.74,98,100,3.9,RU,1702313465
298,qamdo,31.1667,97.2333,-8.82,22,33,0.43,CN,1702313465
299,jaguaribe,-5.8906,-38.6219,37.06,23,19,4.28,BR,1702313465
300,port elizabeth,-33.918,25.5701,22.16,76,0,4.12,ZA,1702313465
301,macaubas,-13.0194,-42.6986,37.07,19,48,1.64,BR,1702313465
302,maydolong,11.4992,125.5011,26.43,85,85,3.41,PH,1702313466
303,arkalyk,50.2486,66.9114,-26.66,84,68,7.35,KZ,1702313466
304,awka,6.2101,7.0741,30.65,29,3,0.66,NG,1702313466
305,villa mercedes,-33.6757,-65.4578,34.52,22,9,10.09,AR,1702313466
306,bol'shoye boldino,55.0059,45.3142,-12.82,87,100,7.87,RU,1702313466
307,ebon,4.582,168.6964,27.35,83,100,6.66,MH,1702313466
308,tofol,5.3248,163.0078,27.8,80,79,6.29,FM,1702313466
309,tazacorte,28.629,-17.9293,25.64,43,3,6.69,ES,1702313467
310,al kharijah,25.4514,30.5464,18.83,32,1,4.38,EG,1702313467
311,parkes,-33.1333,148.1833,25.2,54,0,5.0,AU,1702313435
312,margate,51.3813,1.3862,9.83,76,23,0.89,GB,1702313467
313,wazirganj,28.2167,79.05,15.32,27,0,1.3,IN,1702313467
314,pochinki,54.6988,44.8668,-13.43,92,100,7.5,RU,1702313467
315,holualoa,19.6228,-155.9522,23.26,81,20,2.57,US,1702313467
316,pitkyaranta,61.5734,31.4792,-10.27,94,100,4.7,RU,1702313468
317,puerto madero,14.7208,-92.4215,32.11,66,0,0.0,MX,1702313468
318,malpura,26.2833,75.3833,16.86,45,0,1.29,IN,1702313468
319,porto novo,6.4965,2.6036,30.9,64,40,3.99,BJ,1702313425
320,grand falls-windsor,48.9332,-55.6649,12.5,89,100,3.13,CA,1702313468
321,laguna,38.421,-121.4238,11.71,100,0,0.0,US,1702313468
322,andovoranto,-18.95,49.1,25.85,88,7,2.15,MG,1702313469
323,laojunmiao,39.8333,97.7333,1.28,13,0,5.48,CN,1702313469
324,petropavlovsk-kamchatsky,53.0452,158.6483,-6.67,87,75,7.6,RU,1702313469
325,bani walid,31.7566,13.9942,15.32,54,0,4.45,LY,1702313469
326,kirensk,57.7853,108.1119,-32.8,100,98,0.89,RU,1702313469
327,mejit,10.2753,170.8646,27.0,71,43,9.07,MH,1702313469
328,hadsund,56.7148,10.1168,2.53,95,100,6.49,DK,1702313470
329,ksar el boukhari,35.8889,2.7491,16.03,51,0,1.08,DZ,1702313470
330,howard springs,-12.497,131.047,25.95,95,42,1.79,AU,1702313470
331,bam,29.106,58.357,15.93,20,100,0.94,IR,1702313470
332,lethem,3.3803,-59.7968,36.9,33,31,4.34,GY,1702313470
333,tual,-5.6667,132.75,28.69,77,89,6.35,ID,1702313470
334,chemolgan,43.1897,76.5292,-9.19,96,100,0.85,KZ,1702313470
335,anloga,5.7947,0.8973,29.15,70,100,5.57,GH,1702313471
336,jimo,36.3897,120.4622,0.88,80,100,4.0,CN,1702313471
337,thabazimbi,-24.5917,27.4116,21.42,76,83,3.07,ZA,1702313471
338,gamba,-2.65,10.0,26.37,81,96,2.61,GA,1702313471
339,ambon,-3.6954,128.1814,25.08,94,40,2.06,ID,1702313471
340,patterson,37.4716,-121.1297,11.79,49,17,2.12,US,1702313214
341,saguenay,48.4168,-71.0657,-1.07,93,100,6.17,CA,1702313222
342,rijau,11.103,5.2507,27.96,15,0,3.38,NG,1702313471
343,carolina beach,34.0352,-77.8936,10.05,73,40,6.33,US,1702313472
344,touros,-5.1989,-35.4608,30.0,58,6,6.58,BR,1702313472
345,angel r. cabada,18.5833,-95.4333,19.72,83,100,4.97,MX,1702313281
346,toliara,-23.35,43.6667,27.08,70,91,4.81,MG,1702313472
347,cavan,53.9908,-7.3606,6.48,91,99,4.64,IE,1702313473
348,sao joao da barra,-21.6403,-41.0511,33.05,78,100,4.85,BR,1702313473
349,horta,38.5333,-28.6333,17.23,74,40,5.14,PT,1702313216
350,lysianka,49.2523,30.8295,1.74,99,100,4.29,UA,1702313473
351,troitskoye,52.9821,84.6757,-26.2,94,77,3.22,RU,1702313473
352,wakkanai,45.4094,141.6739,-2.73,63,90,2.68,JP,1702313474
353,ocotlan de morelos,16.8,-96.6667,18.9,57,85,1.67,MX,1702313474
354,vanimo,-2.6741,141.3028,26.23,92,88,4.69,PG,1702313474
355,ermoupolis,37.4423,24.9425,14.39,77,20,5.66,GR,1702313474
356,kuna,43.4918,-116.4201,3.34,95,100,2.57,US,1702313213
357,i-n-salah,27.1935,2.4607,20.19,28,0,5.18,DZ,1702313474
358,houlton,46.1262,-67.8403,3.23,99,100,3.6,US,1702313474
359,cedeira,43.6797,-8.0209,17.21,76,100,9.72,ES,1702313475
360,sinan,34.8262,126.1086,11.06,94,95,9.5,KR,1702313475
361,darwin,-12.4611,130.8418,25.99,91,40,0.51,AU,1702313475
362,nova sintra,14.8667,-24.7167,23.53,64,19,7.12,CV,1702313475
363,larache,35.1932,-6.1557,19.43,64,100,1.45,MA,1702313475
364,lichuan,30.3,108.85,6.8,96,100,1.19,CN,1702313476
365,nar'yan-mar,67.6713,53.087,-16.61,94,100,9.39,RU,1702313476
366,neelankarai,12.9455,80.2575,26.03,83,40,1.54,IN,1702313476
367,fauske,67.2588,15.3918,-3.46,80,8,3.26,NO,1702313476
368,thunder bay,48.4001,-89.3168,-5.01,73,40,3.6,CA,1702313347
369,saipan,15.1355,145.701,27.39,83,20,4.12,MP,1702313476
370,huarmey,-10.0681,-78.1522,23.76,69,9,5.16,PE,1702313477
371,dyatlovo,53.4631,25.4068,0.46,98,100,6.64,BY,1702313477
372,gwanda,-20.9333,29.0,22.27,76,100,3.51,ZW,1702313477
373,vadso,70.0744,29.7487,-6.91,79,75,6.69,NO,1702313477
374,iquique,-20.2208,-70.1431,22.02,64,62,4.02,CL,1702313391
375,crane,31.3974,-102.3501,12.33,18,4,1.83,US,1702313477
376,markaz-e hukumat-e darweshan,31.1323,64.1934,13.02,28,44,2.77,AF,1702313477
377,kribi,2.95,9.9167,27.5,79,45,3.31,CM,1702313478
378,cruz alta,-28.6386,-53.6064,26.3,54,0,2.95,BR,1702313478
379,dakhla,23.6848,-15.958,27.01,18,54,4.12,EH,1702313478
380,registro,-24.4875,-47.8436,27.01,68,69,3.63,BR,1702313478
381,deqen,29.9618,90.7188,-8.18,66,3,0.69,CN,1702313479
382,akwatia,6.0402,-0.8088,31.68,41,22,1.27,GH,1702313479
383,tome acu,-2.4189,-48.1522,32.23,51,94,1.86,BR,1702313479
384,chunskiy,56.0815,99.6342,-32.96,100,28,0.41,RU,1702313479
385,monte argentario,42.4345,11.1195,15.89,89,65,3.15,IT,1702313480
386,mikun',62.3547,50.0771,-16.0,87,100,5.49,RU,1702313480
387,giyani,-23.3025,30.7187,22.01,87,98,1.55,ZA,1702313480
388,ingeniero luis a. huergo,-39.0833,-67.2333,32.72,15,5,10.85,AR,1702313480
389,ketchikan,55.3422,-131.6461,2.99,86,100,3.09,US,1702313366
390,nogliki,51.8333,143.1667,-19.81,86,50,5.81,RU,1702313481
391,inari,68.906,27.0288,-11.89,91,93,3.26,FI,1702313481
392,khandyga,62.6667,135.6,-33.48,98,100,0.64,RU,1702313481
393,inarajan village,13.2736,144.7484,27.54,93,81,5.83,GU,1702313481
394,quartu sant'elena,39.2419,9.1839,18.12,78,20,4.63,IT,1702313464
395,kandira,41.0736,30.1746,7.1,89,19,1.84,TR,1702313482
396,bondo,3.8146,23.6866,25.29,69,74,0.43,CD,1702313482
397,tapes,-30.6733,-51.3958,24.67,65,36,4.89,BR,1702313482
398,bandon,51.7469,-8.7425,11.77,95,100,6.81,IE,1702313352
399,tagab,34.855,69.6492,8.24,22,27,1.74,AF,1702313482
400,zaozersk,69.4005,32.4476,-13.44,89,90,8.19,RU,1702313483
